address,company,conditions,date,description,duty,experience,name,requirements,salaryMAX,salaryMIN,schedule,skills,type_of_employment,url
Челябинск,Foodexpress,,2 октября 2020," Обязанности: обзвон клиентов по имеющейся базе заведение заявок в 1С и ексель Требования: знание 1С и ексель ответственность, внимательность Условия: работа 2 раза в неделю (среда и пятница) ",,не требуется,Оператор,,,,полный день,"Пользователь ПК,Работа с базами данных,MS Access,1С: Документооборот,Google Chrome",Частичная занятость,https://tyumen.hh.ru/vacancy/39579101
Челябинск,Группа Компаний Мечел,,5 октября 2020," В группу администрирования серверного оборудования ПАО ""ЧМК"" ГК Мечел требуется главный специалист Обязанности: 1. Опыт руководства группой системных администраторов, планирования работы подразделения 2. Составление регламентирующих документов и инструкций по обслуживаемым системам 3. Администрирование операционных систем на платформе Windows 2003, 2008, 2012, 2016 и инфраструктурных сервисов (DNS, DHCP, WSUS, DFS) 4. Умение разрабатывать, тестировать, назначать политики домена 5. Опыт настройки терминальных решений 6. Написание системных скриптов на vbs, PowerShell, Batch-сценариев 7. Администрирование платформы виртуализации VMware vSphere 8. Знание или уверенные представления о работе одного или нескольких продуктов: Oracle Database, SQL Server, СХД NetApp, СХД HP 3PAR, IBM Domino Server 9. Опыт сопровождения оборудования в ЦОД (подключение, настройка, мониторинг) 10. Опыт работы с любым продуктом резервного копирования в корпоративной среде 11. Опыт работы с любым продуктом корпоративной антивирусной защиты 12. Опыт настройки ПО видеонаблюдения на платформе SecurOS будет преимуществом 13. Навыки администрирования Unix и Linux серверов будут преимуществом 14. Знание компонентов инфраструктуры PKI будет преимуществом 15. Обеспечение бесперебойной работы инфраструктуры Предприятия. 16. Разработка стратегии развития инфраструктуры Предприятия. 17.Управление и развитие сотрудников направления (5 человек). 18. Контроль исполнения задач 19. Формирование технических заданий и общих технических решений Требования: Образование: Высшее техническое образование (желательно в области ИТ); Наличие сертификатов Microsoft будет преимуществом Английский язык pre-intermediate; Личные качества: внимательность, ответственность, коммуникабельность, исполнительность, способность работать в команде. Условия: Оформление трудовых отношений в соответствии с ТК РФ. Официальная заработная плата; График работы: пятидневка с 08:00 до 17:00, пт до 15:45. ","Образование: , ,Английский язык pre-intermediate;,Личные качества: внимательность, ответственность, коммуникабельность, исполнительность, способность работать в команде.",1–3 года,Главный специалист,,,,полный день,"VMware,Windows Server 2003,WSUS,Unix,Linux",Полная занятость,https://tyumen.hh.ru/vacancy/39633143
Миасс,Яндекс,,2 октября 2020," Каждый день миллионы пользователей находят ответы на свои вопросы с помощью Яндекса. Сервису Яндекс.Путешествия нужны внимательные, тактичные и любознательные операторы с чувством юмора — обновлять данные в базах, следить за их верностью и актуальностью. Что вы будете делать: совершать звонки по сценарию задания; обновлять сведения в базе данных. Для работы потребуются: грамотный устный и письменный русский язык; умение работать с большими массивами информации; навыки уверенной работы на компьютере; тихое место на время работы; ноутбук или стационарный компьютер с ОС не ниже Windows 7; гарнитура; подключённый кабельный высокоскоростной интернет. Мы ждем, что вы: хотите и умеете помогать другим людям; вежливы, но не занудны; внимательны к деталям и всегда доводите дело до конца; не устаёте от однообразных задач; можете работать дома, не отлынивая и не отвлекаясь на очередной эпизод сериала; любите узнавать новое; готовы к насыщенному рабочему дню. Что мы предлагаем: работу из дома или любой точки , где есть стабильный интернет; бесплатную ip-телефонию; частичную занятость, гибкий график 4 часа в день 5 дней в неделю (будни) в дневное время с 8 до 20 по Москве; официальное оформление на работу по совместительству с первого дня обучения; сдельную оплату; удалённое оплачиваемое обучение. ",,не требуется,Оператор колл-центра (исходящие звонки),,,,удаленная работа,,Частичная занятость,https://tyumen.hh.ru/vacancy/37880576
Челябинск,Современные Цифровые Технологии,,22 сентября 2020," Обязанности: Мониторинг сетевого оборудования через специальное ПО Удаленная диагностика оборудования Составление заявок для отдела технической поддержки, отработка заявок по дефектному оборудованию совместно с техническим отделом Контроль установки/снятия оборудования Учёт оборудования Настройка оборудования Требования: Базовые знания структуры сетей Базовое знание Linux Опытный пользователь ПК Знание офисных программ (Google Tables, Docs) Условия: Удаленная работа График 2/2, с 10 до 22 ",,не требуется,Менеджер технического отдела,,,25000,сменный график,"Linux,Настройка сетевых подключений,Настройка ПК,Google Docs,Windows Os,Пользователь ПК",Полная занятость,https://tyumen.hh.ru/vacancy/39379592
Челябинск,nir-vanna.ru,,4 октября 2020," Nir-vanna.ru – федеральный интернет-магазин качественной сантехники. Мы имеем 12-летний опыт работы, входим в тройку лидеров по интернет-продажам сантехники в РФ. Наши сотрудники специалисты по рациональному использованию пространства в ванной комнате и эксперты по сантехнике. В нашем ассортименте больше 500 брендов и 60 тысяч товаров. Мы сами занимаемся логистикой, делая получение товара удобным в 55 регионах РФ. Обязанности: Управление торговлей 10.3; Автоматизация бизнес-процессов компании на базе 1С 8.3; Настройка и доработка обменов 1С с сайтом компании, создание новых сервисов, функций, форм документов, отчетов, обработок, регламентных заданий и т.д.) Требования: . Уверенное знание платформы и средств разработки 1С:Предприятие 8.3; Опыт нескольких завершенных проектов; Знание конфигурации: 1С Предприятие 8.3 Управление торговлей 10.3 на уровне пользователя. Условия: Интересные и нестандартные задачи; Обучение за счёт компании; Современный, удобный офис на северо-западе; Условия и график работы обсуждаемы; Адекватность руководства и демократичность процесса разработки; Заработная плата обсуждается индивидуально с каждым кандидатом. Доставлять людям радость - это наша работа. И пусть гениальных открытий, сделанных в ванной, вроде силы Архимеда, будет больше! ",,1–3 года,Программист 1С,,,80000,удаленная работа,Английский — A1 — Начальный,Полная занятость,https://tyumen.hh.ru/vacancy/39263876
Челябинск,Диджитал,"График работы 5/2 с 09:30 до 18.30; час перерыв на обед.,Стабильная заработная плата и прозрачная мотивация. Средний совокупный доход составит от 35 000 руб. до 70 000 руб.,Постоянное обучение продажам, переговорам, закрытию сделок с опытным наставником, всесторонняя поддержка.,Работа в современном комфортном офисе, без выездов и командировок.",13 октября 2020," Вакансия партнера! FarmaLand FarmaLend - технологичная компания, объединяющая достижения высоких технологий и маркетинга на фармацевтическом рынке Наша миссия - трансформировать фармацевтический рынок с помощью передовых цифровых технологий и digital-маркетинга Наши продукты: <ol> Цифровая платформа для медицинских работников - социальная сеть, информационный портал и закрытая коммуникационная платформа. Система лояльности для фармацевтических компаний. Партнерская программа для медицинских работников. </ol> У Вас есть прекрасная возможность построить карьеру в инновационной компании фармацевтического рынка. В своих рядах мы хотим видеть людей, нацеленных прежде всего на результат! Готовы рассматривать кандидатов с минимальным опытом работы, но с большим желанием и высоким уровнем ответственности и дисциплинированности. Для новых сотрудников предусмотрена программа обучения! Обязанности : Прием и обработка входящих звонков и заявок; Консультирование клиентов по товарам и услугам интернет-магазина; Подбор и продажа нужного клиенту товара; Оформление заказов в 1С; Требования к кандидату : Желание и умение продавать - обязательное условие! Опыт в телефонных продажах (будет Вашим преимуществом); Грамотная речь, ответственность и внимательность; Клиентоориентированность, вежливость; Условия : График работы 5/2 с 09:30 до 18.30; час перерыв на обед. Стабильная заработная плата и прозрачная мотивация. Средний совокупный доход составит от 35 000 руб. до 70 000 руб. Постоянное обучение продажам, переговорам, закрытию сделок с опытным наставником, всесторонняя поддержка. Работа в современном комфортном офисе, без выездов и командировок. ","Прием и обработка,входящих звонков и заявок;,Консультирование клиентов по товарам и услугам интернет-магазина;,Подбор и продажа нужного клиенту товара;,Оформление заказов в 1С;",не требуется,Оператор интернет-магазина/ Менеджер по продажам,"Желание и умение продавать - обязательное условие!,Опыт в телефонных продажах (будет Вашим преимуществом);,Грамотная речь, ответственность и внимательность;,Клиентоориентированность, вежливость;",70000,35000,полный день,"Холодные продажи,Активные продажи,Проведение презентаций,Ведение переговоров,Прямые продажи,Клиентоориентированность,Консультативные продажи",Полная занятость,https://tyumen.hh.ru/vacancy/39258879
Магнитогорск,Билайн ШПД,,11 октября 2020," В Билайн мы развиваем и поддерживаем здоровую и безопасную рабочую среду. Каждый сотрудник соблюдает Кодекс поведения, внутренние правила компании и придерживается принципов деловой этики. Мы поступаем честно и этично как по отношению к друг другу, так и к нашим внешним партнерам. * Оформление – в компании ООО ""Анкор кадровые решения"", но ты будешь работать в команде профессионалов Билайн. Если ты быстро учишься и хочешь построить карьеру в яркой компании – присоединяйся! Что ты будешь делать: Продавать услуги проводного доступа в интернет и цифрового телевидения одной из самых крупных телекоммуникационных компаний России. Заводить заявки на проведение интернет. Всю работу ты будешь осуществлять уже по существующей клиентской базе. Мы ставим перед собой реальные цели, и ты можешь помочь нам их достичь! Ты в нашей команде, если ты: Коммуникабельный и жизнерадостный, любишь продажи и планируешь развиваться в этой сфере; Обладаешь грамотной речью и сможешь любому клиенту объяснить преимущества продаваемого тарифа; Имеешь компьютер или ноутбук, стабильно работающий интернет от 10 мб/сек, гарнитуру с микрофоном и тихое помещение. Взамен мы предлагаем: Полностью официальную, стабильно выплачиваемую заработную плату; Официальное оформление по договору ГПХ*; Гибкий график, при котором ты можешь выбрать удобные для тебя смены (с 10:00 до 14:00, с 13:30 до 17:30, с 17:00 до 21:00) Работа в любой точке мира, где есть доступ в Интернет; Перспективу развития и роста в телекоммуникационной компании. *Работодателем является ООО «Анкор кадровые решения» #яработаювбилайн #хочувбилайн #followbeeline ",,не требуется,Менеджер по продажам на телефоне,,,20000,удаленная работа,,Частичная занятость,https://tyumen.hh.ru/vacancy/29513871
Челябинск,Артель старателей Золотой полюс,,28 сентября 2020," Обязанности: Обеспечение бесперебойной работы сетей, серверов, устройств предприятия. Выявление и устранение ошибок пользователей, устранение аварийных ситуаций. Взаимодействие со сторонними организациями. Выполнение мероприятий, по антивирусной защите сети, серверов и рабочих станций. Требования: Знание основных сетевых технологий и протоколов. Опыт администрирования. Условия: Трудоустройство в соответствии трудовому законодательству. 5-ти дневная рабочая неделя. Заработная плата ""белая"". ",,3–6 лет,Системный администратор,,,,полный день,"Организационные навыки,Администрирование сетевого оборудования",Полная занятость,https://tyumen.hh.ru/vacancy/38589223
Челябинск,Skyeng,,1 октября 2020," Мы — Skyeng — крупнейшая онлайн-школа английского языка в восточной Европе. Наша миссия — помочь людям, наконец, выучить английский. Но даже в Skyeng есть ученики, которым не хватило азарта и мотивации продолжать учиться. Сам же знаешь - эти вечные отговорки и “потом, потом, потом”. Если ты уверен, что сможешь вернуть этим ребятам тягу к знаниям и покажешь, что при желании твердый гранит науки рассыпается как песок — скорее к нам на позицию Awake-manager. Ты нам точно не подходишь, если: считаешь, что удалённая работа легче офисной, и график будет таким, какой ты захочешь; собираешься совмещать эту должность с другой работой или учёбой; у тебя совсем нет опыта продаж. Хотя бы три года. Ну ладно, два; не умеешь и не любишь много общаться по телефону; ты интроверт. Даже наполовину. Ты отличный кандидат, если: у тебя есть успешный опыт активных продаж; у тебя безупречно грамотная речь; умеешь убеждать, интеллигентно и грамотно доносить свою точку зрения; уверенно пользуешься компьютером хотя бы на уровне продвинутого юзера; десятки звонков в день для тебя ерунда, главное добиться цели. Жди от нас: Оклад 20 000 рублей и премия до 20 000 рублей. Премия зависит от того, сколько учеников вернутся к занятиям; постоянное обучение и совершенствование навыков; возможность быстрого роста (все зависит от тебя, конечно же); ежегодный оплачиваемый отпуск. Твои обязанности: обзвон готовой базы учеников, которые когда-то занимались в нашей школе; обзвон учеников с нулевым балансом; соблюдать бизнес-процессы компании, работать в CRM-системе и вести отчётность. ",,1–3 года,Менеджер по сопровождению/Awake-менеджер,,40000,20000,удаленная работа,"Активные продажи,Английский язык,Грамотная речь,CRM,Телефонные переговоры,Сопровождение клиентов",Полная занятость,https://tyumen.hh.ru/vacancy/39574982
Челябинск,imkosmetik,,15 октября 2020," imkosmetik – интернет-магазин и розничная сеть профессиональной косметики. Нам доверяют больше 100 000 клиентов. Сейчас мы находимся в поисках продакт менеджера, который займется модернизацией существующего интернет-магазина и сделает его еще более эффективным для бизнеса и привлекательным для клиента. В нашей компании продакт - это одна из ключевых позиций в команде-профессионалов. Для реализации самых амбициозных гипотез есть крутая команда: web-разработчики, интернет-маркетолог, UX-дизайнер, веб-аналитик, контент-продюсер с командой дизайнеров, маркетологи-аналитики, smm-менеджеры, копирайтеры, контент-менеджеры, CRM маркетолог, а также, команда категорийных менеджеров и многие другие. Вас ждет участие в большом проекте с серьезным трафиком, командой профессионалов, возможностью глубоко погружаться в задачи. Вы будете расти максимально быстро. imkosmetik помогает каждому стать идеальным бьютимейкером. Для этого мы вместе с клиентом создаём ""мир imkosmetik"". Это экосистема сервисов, полезных каждый день: образование, общение, эмоции, вдохновение, развлечение, развитие и самовыражение. Мы амбициозны и не останавливаемся на достигнутом: стабильно растет ежегодный оборот imkosmetik, количество сотрудников постоянно увеличивается. Чем именно предстоит заниматься? Управлять стратегией развития сайта, создавать новый функционал и улучшать существующие части продукта. Работать над повышением конверсии и среднего чека. Проводить исследования рынка, конкурентов. Формулировать гипотезы роста совместно с командой. Искать точки роста в продукте с целью повышения конверсии и продаж. Любим и используем Growth hacking. Управлять бэклогом продукта. Работать с клиентами: обратная связь, интервью, исследования в фокус-группах. Много и тщательно анализировать эффективность тестируемых гипотез, работать с метриками. Проводить UX-тестирования и прототипирование, А/Б тесты, делать выводы на их основе. Взаимодействовать с разработчиками, дизайнерами, маркетингом и SMM. Что мы предлагаем? - возможность реализовать свои профессиональные амбиции и самые смелые идеи в направлении digital, e-commerce; - полный день, без возможности совмещения. Мы отлично перестроились под формат удаленной работы. Поэтому вы сами выбираете пространство для работы: комфортный офис, домашний диван или любимая кофейня; - работа в инновационной компании. Интересные проекты со сложными профессиональными задачами; - правильная среда для развития: и даже, если вы - опытный специалист, вам всегда будет чему поучиться у коллег, для которых ценность в познании нового; - классная команда с “плоской” (да-да, у нас нет начальников) системой управления - диалог вместо иерархии; - возможность влиять на бизнес-процессы и результат; - заработная плата обсуждается на собеседовании и зависит от ваших скиллов и мотивации; - отдельный 5-ти этажный офис в районе Теплотеха, корпоративная парковка; - официальное трудоустройство с первого дня; - компенсация во время отпуска или больничного в полном объеме. Бонусы - гибкий график. Большая часть команды обычно начинает день до 11 утра; - обучение за счёт компании, для нас важно стремление постоянно учиться, читать блоги и порталы, посещать профессиональные курсы и конференции; - доступ к электронной библиотеке, где собрано более 100 книг; - есть отдельная кухня со всей необходимой бытовой техникой, если у вас свое меню; - у нас классные корпоративы, подарки на дни рождения и даже гамак; Что мы ждём от вас? Мы готовы к тому, что у вас есть серьезный опыт только в одной из областей знаний, как веб-разработчик, digital маркетолог, аналитик», UX дизайнер. Вам тесно в одном направлении и вы стремитесь развиваться. Идеально - опыт продакт-менеджером, менеджером проектов в ecommerce или аналогичном рынке. Смелость. Откликайтесь, наверняка общение будет полезным и вам и нам. Результативный опыт развития интернет-продуктов на B2C рынке. Опыт работы с мобильным трафиком. Желание и готовность брать ответственность за продукт, любовь к сложным задачам. Умение работать с воронками продаж и growth воронкой. Понимание как разрабатывают веб проекты, интернет-маркетинга, принципов построения пользовательских интерфейсов и UX. Эмпатия, желание работать с клиентами и делать продукт для них. Навыки планирования и проведения A/B тестов и других экспериментов. Итеративный data-driven подход к делу (гипотеза—валидация—аналитика). Систематизация данных, умение лаконично и наглядно показать свои выводы. Умение обсуждать задачи с разработчиками так, чтобы у них по итогу было минимум вопросов. Умение правильно приоритизировать задачи для достижения максимального бизнес-эффекта в кратчайшие сроки. Системное и критическое мышление, высокие аналитические способности, умение делать выводы на основе данных. Внимание к деталям и высокий уровень самодисциплины и ответственности. Наш человек - отлично понимает цели нашего бизнеса и управляет цепочкой работ для достижения этих целей. Он самостоятелен, ориентирован на результаты и активно обучается. Готов постоянно взаимодействовать с командой, непрерывно улучшать пространство совместной работы. Формулирует свои идеи в виде измеримых гипотез и готов презентовать их перед командой, чтобы выбрать лучшие. Мы постарались написать нешаблонный текст вакансии, чтобы вам было удобнее при выборе места, куда отправить свой отклик, и мы будем рады, если вы напишете нешаблонное сопроводительное письмо. ",,1–3 года,Продакт менеджер (Product manager) e-commerce,,150000,80000,полный день,"Маркетинговые коммуникации,Управление лояльностью потребителей,Разработка технических заданий,Internet Marketing,Маркетинговый анализ,Аналитические исследования,Аналитическое мышление,Постановка задач разработчикам,Управление временем,Системный анализ,Ориентация на результат,Креативность,UX,UI,Веб-аналитика,Проектирование пользовательских интерфейсов,Управление интернет-проектами,WEB аналитика,Управление продуктом,Управление проектами,Работа в команде",Полная занятость,https://tyumen.hh.ru/vacancy/39844321
Челябинск,Яндекс,,3 октября 2020," Каждый день миллионы пользователей находят ответы на свои вопросы с помощью Яндекса. Сервису Яндекс.Карты нужны внимательные, тактичные и любознательные операторы с чувством юмора — обновлять данные в базах, следить за их верностью и актуальностью. Что вы будете делать: совершать звонки по сценарию задания; обновлять сведения в базе данных. Для работы потребуются: грамотный устный и письменный русский язык; умение работать с большими массивами информации; навыки уверенной работы на компьютере; тихое место на время работы; ноутбук или стационарный компьютер с ОС не ниже Windows 7; гарнитура; подключённый кабельный высокоскоростной интернет. Мы ждем, что вы: хотите и умеете помогать другим людям; вежливы, но не занудны; внимательны к деталям и всегда доводите дело до конца; не устаёте от однообразных задач; можете работать дома, не отлынивая и не отвлекаясь на очередной эпизод сериала; любите узнавать новое; готовы к насыщенному рабочему дню. Что мы предлагаем: работу из дома или любой точки, где есть стабильный интернет; бесплатную ip-телефонию; частичную занятость, гибкий график 4 часа в день 5 дней в неделю (будни) в дневное время с 8 до 20 по Москве; официальное оформление на работу по совместительству с первого дня обучения; сдельную оплату; удалённое оплачиваемое обучение. ",,не требуется,Оператор саll-центра,,,,удаленная работа,,Частичная занятость,https://tyumen.hh.ru/vacancy/37445193
Магнитогорск,Марченко В.А. / Студия Гекко,"работа удаленно (график по согласованию);,возможна работа по совместительству;,от 4 до 8 часов в день (полная либо частичная занятость).",25 сентября 2020," О нас. Компания Gekko занимается разработкой сложных сайтов и сервисов, а также их поддержкой и модернизацией. Работаем на Yii2 , Yii1 и Битриксе через Git. В среднем на проекте участвует 3-5 человек, есть team-lead, который помогает разбираться в сложных вопросах. Мы стараемся внедрять самые эффективные и надежные решения, и разработчики помогают друг другу. Мэйн-офис расположен в Минске (Беларусь) в Парке высоких технологий. Время МСК. Кого мы ищем: в связи с расширением штата компании, мы ищем увлеченных разработчиков, которые программируют не только потому, что в этой отрасли хорошо платят, но и потому, что создание продуманных приложений приносит им удовольствие и гордость за хорошо сделанную работу. мы не хотим сталкиваться с работой, сделанной ""для галочки"", ""так сойдет"" и т.д. часть программистов у нас работает удаленно, часть - в офисе. мы ищем разработчика на постоянную удаленную работу (ведение нескольких проектов, разработка новых на yii и битриксе). ВАЖНО! вам не нужно знать и битрикс, laravel и YII одновременно. Достаточно владеть одной технологией. В соответствии с вашей компетенцией будут формироваться задачи. Если вы YII-программист - все проекты будут на YII. Если битрикс - то на битриксе. Требования: php (выше среднего); javascript; jQuery (выше среднего); yii2, битрикс или laravel; bootstrap, понимание html и css; git; умение работать с консолью Linux; понимание работы веб-серверов; понимание ООП, знание архитектуры mvc; наличие реализованных на yii или битриксе проектов обязательно; опыт работы от 1 года. Личностные качества: умение находить быстрые и оптимальные решения; исполнительность; желание создавать законченный продукт; самостоятельность и дисциплинированность. Обязанности: вы будете писать проекты «с нуля», а также сопровождать готовые проекты на yii, laravel или битриксе. Условия: работа удаленно (график по согласованию); возможна работа по совместительству; от 4 до 8 часов в день (полная либо частичная занятость). В откликах указывайте ссылкой ваш id vk.com и технологию (yii, laravel или битрикс). ","вы будете писать проекты «с нуля», а также сопровождать готовые проекты на yii, laravel или битриксе.",1–3 года,PHP-программист (разработчик) YII/Битрикс(Bitrix),"php (выше среднего);,javascript;,jQuery (выше среднего);,bootstrap, понимание html и css;,git;,умение работать с консолью Linux;,понимание работы веб-серверов;,понимание ООП, знание архитектуры mvc;,наличие реализованных на yii или битриксе проектов обязательно;,опыт работы от 1 года.",,85000,удаленная работа,"PHP,jQuery,JavaScript,ООП,1С-Битрикс,Bitrix",Частичная занятость,https://tyumen.hh.ru/vacancy/39441703
Челябинск,Skyeng,,5 октября 2020," Присоединяйтесь к крупнейшей в Европе онлайн-школе английского языка Skyeng, входящей в ТОП-15 компаний рунета по версии Forbes. Специалист по продажам: Совершает звонки из дома, удалённо в комфортных условиях; Звонит по входящим заявкам через бесплатную телефонию; Продаёт курсы английского языка; Заносит свои сделки в простую систему отчётности. Вы подходите нам, если: У Вас есть компьютер и стабильный, быстрый интернет; Готовы обеспечить тишину в рабочее время; Легко находите общий язык с незнакомыми людьми. Мы предлагаем: Загруженность 5 или 8 часов в день (Подойдет в качестве подработки); Стабильный доход (В среднем от 26 000 до 30 000 рублей); Профессиональный рост (У Вас есть все шансы стать руководителем группы через 1 год); Удобные варианты загруженности 25 или 40 ч. в неделю (10:00-15:00/11:00-16:00/12:00-17:00/13:00-18:00- частичная занятость ; 12:00-21:00 - полная занятость ; Суббота или воскресенье - рабочий день); Оплачиваемое дистанционное обучение с тренером по продажам; 50% скидку на изучение английского языка в нашей школе. Заинтересовала вакансия? Нажимайте ""Откликнуться""; Ожидайте звонка от менеджера в ближайшее время. ",,не требуется,Специалист по продажам,,,,удаленная работа,"Телефонные переговоры,Пользователь ПК,Навыки продаж,Прием и распределение телефонных звонков",Полная занятость,https://tyumen.hh.ru/vacancy/39636237
Челябинск,Яндекс,,2 октября 2020," Каждый день миллионы пользователей находят ответы на свои вопросы с помощью Яндекса. Сервису Яндекс.Путешествия нужны внимательные, тактичные и любознательные операторы с чувством юмора — обновлять данные в базах, следить за их верностью и актуальностью. Что вы будете делать: совершать звонки по сценарию задания; обновлять сведения в базе данных. Для работы потребуются: грамотный устный и письменный русский язык; умение работать с большими массивами информации; навыки уверенной работы на компьютере; тихое место на время работы; ноутбук или стационарный компьютер с ОС не ниже Windows 7; гарнитура; подключённый кабельный высокоскоростной интернет. Мы ждем, что вы: хотите и умеете помогать другим людям; вежливы, но не занудны; внимательны к деталям и всегда доводите дело до конца; не устаёте от однообразных задач; можете работать дома, не отлынивая и не отвлекаясь на очередной эпизод сериала; любите узнавать новое; готовы к насыщенному рабочему дню. Что мы предлагаем: работу из дома или любой точки , где есть стабильный интернет; бесплатную ip-телефонию; частичную занятость, гибкий график 4 часа в день 5 дней в неделю (будни) в дневное время с 8 до 20 по Москве; официальное оформление на работу по совместительству с первого дня обучения; сдельную оплату; удалённое оплачиваемое обучение. ",,не требуется,Оператор колл-центра (исходящие звонки),,,,удаленная работа,,Частичная занятость,https://tyumen.hh.ru/vacancy/37881132
